title,genre,production_company,actors,description,votes,reviews_from_users,reviews_from_critics,director,weighted_average,IMDb Score,Information,title_lower
Pihu,"Drama, Thriller",RSVP,"Rahul Bagga, Pihu Myra Vishwakarma, Prerna Vishwakarma","The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",1589,60.0,6.0,Vinod Kapri,6.1276659259730355,6.7,"The social thriller starring the two year baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.Rahul Bagga Pihu Myra Vishwakarma Prerna VishwakarmaDrama, ThrillerVinod Kapri",pihu
Shéhérazade,"Drama, Romance, Thriller",Geko Films,"Dylan Robert, Kenza Fortas, Idir Azougli, Lisa Amedjout, Kader Benchoudar, Nabila Ait Amer, Nabila Bounad, Sofia Bent, Osman Hrustic, Abdellah Khoulalene, Abdelkader Benkaddar, Agnès Cauchon Riondet, Sabine Gavaudan, Assia Laouid","Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. This is where he meets Shéhérazade.",1028,8.0,11.0,Jean-Bernard Marlin,6.130616520032298,7.1,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. This is where he meets Shéhérazade.Dylan Robert Kenza Fortas Idir AzougliDrama, Romance, ThrillerJean-Bernard Marlin",shéhérazade
Neevevaro,Romance,Kona Film Corporation,"Taapsee Pannu, Ritika Singh, Aadhi, Vennela Kishore, Jogi Krishnam Raju","As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.",427,7.0,1.0,Hari Nath,6.109732968674663,7.0,"As Kalyan, a blind chef and Vennela, who comes visiting him at his restaurant, fall in love and start making plans for their future, Vennela goes missing. Series of unexpected and shocking events follow.Taapsee Pannu Ritika Singh AadhiRomanceHari Nath",neevevaro
Ee Nagaraniki Emaindi,"Comedy, Drama",Suresh Productions,"Vishwaksen Naidu, Sushanth Reddy, Abhinav Gomatam, Venkatesh Kakumanu, Anisha Ambrose, Simran Chowdary, Geetha Bhascker, Vijay Deverakonda, Tharun Bhascker Dhaassyam, Ranjani Sivakumar, Viren Thambidorai","The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film.",1229,15.0,6.0,Tharun Bhascker,6.168934189038924,7.9,"The story is based on four childhood friends who go on a trip to Goa. Each have their own dream careers, and collaborate to make a short film.Vishwaksen Naidu Sushanth Reddy Abhinav GomatamComedy, DramaTharun Bhascker",ee nagaraniki emaindi
Komola Rocket,Drama,Impress Telefilm,"Mosharraf Karim, Tauquir Ahmed, Samia Syed, Dominic Gomez, Joyraaj, Abu Raihan, Seoti, Bappa Shantonu, Shujat Shimul, Shadullah Sobuj","This is the story of a steamer, named in English, 'The Orange Ship'. The people from Khulna to the steamer's passengers, their story is in the orange rocket. But this is not only just ...",426,8.0,,Noor Imran Mithu,6.115394389491754,7.4,"This is the story of a steamer, named in English, 'The Orange Ship'. The people from Khulna to the steamer's passengers, their story is in the orange rocket. But this is not only just ...Mosharraf Karim Tauquir Ahmed Samia SyedDramaNoor Imran Mithu",komola rocket
Dolemite Is My Name,"Biography, Comedy, Drama",Davis Entertainment,"Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson, Tituss Burgess, Da'Vine Joy Randolph, Kodi Smit-McPhee, Snoop Dogg, Ron Cephas Jones, Barry Shabaka Henley, T.I., Luenell, Tasha Smith, Wesley Snipes, Chris Rock","Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.",17831,214.0,105.0,Craig Brewer,6.587629978639268,7.4,"Eddie Murphy portrays real-life legend Rudy Ray Moore, a comedy and rap pioneer who proved naysayers wrong when his hilarious, obscene, kung-fu fighting alter ego, Dolemite, became a 1970s Blaxploitation phenomenon.Eddie Murphy Keegan-Michael Key Mike EppsBiography, Comedy, DramaCraig Brewer",dolemite is my name
Pinky Memsaab,"Drama, Family",Shaz Media Productions,"Hajira Yamin, Kiran Malik, Adnan Jaffar, Sunny Hinduja, Khalid Ahmed, Shamim Hilaly, Hajra Khan, Mariel Bianca Salazar, Rik Aby, Shaista Jivani","The lives of a gullible maid; a beautiful socialite; an ambitious investment banker and a happy go lucky chauffeur are entwined together in Dubai, in this bitter-sweet tale of self discovery.",294,17.0,4.0,Shazia Ali Khan,6.100829492057837,6.5,"The lives of a gullible maid; a beautiful socialite; an ambitious investment banker and a happy go lucky chauffeur are entwined together in Dubai, in this bitter-sweet tale of self discovery.Hajira Yamin Kiran Malik Adnan JaffarDrama, FamilyShazia Ali Khan",pinky memsaab
Romeo Akbar Walter,"Action, Drama, Thriller",Kyta Productions,"John Abraham, Mouni Roy, Jackie Shroff, Anil George, Raghuvir Yadav, Suchitra Krishnamoorthi, Alka Amin, Shadaab Khan, Rajesh Shringarpure, Sikander Kher, Purnendu Bhattacharya, Tareeq Ahmed Khan, Aashit Chatterjee, Mushtaq Kak, Gyanendra Tripathi","Prior to the India-Pakistan war of 1971, an Indian banker is recruited by the Research and Analysis Wing for a covert operation deep inside Pakistan.",3885,135.0,16.0,Robbie Grewal,6.143746040282708,6.5,"Prior to the India-Pakistan war of 1971, an Indian banker is recruited by the Research and Analysis Wing for a covert operation deep inside Pakistan.John Abraham Mouni Roy Jackie ShroffAction, Drama, ThrillerRobbie Grewal",romeo akbar walter
B.A. Pass 2,Drama,FilmyBox Movies,"Kritika Sachdeva, Satiiysh Saarathy Sasho, Sanghmitra Hitaishi, Indraneil Sengupta, Arav Chowdharry, Saurabh Dubey, Gaurav Kumar, Sukhbir Lamba, Shubhangi","B. A. Pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life.",272,26.0,,Shadab Khan,6.060356344156231,2.1,"B. A. Pass 2 is the story of a young girl, who, in order to achieve her goals and to avoid marriage, makes a few wrong decisions and adopts ill habits that eventually ruin her life.Kritika Sachdeva Satiiysh Saarathy Sasho Sanghmitra HitaishiDramaShadab Khan",b.a. pass 2
Ana e Vitória,"Biography, Comedy, Music",F/SIMAS,"Ana Caetano, Vitória Falcão, Clarissa Müller, Thati Lopes, Bruce Gomlevsky, Bryan Ruffo, Victor Lamoglia, Gabriela Nunes, Caique Nogueira, Érika Mader, Hamilton Dias, Mariana Nolasco, Nina Fernandes, Mike Tulio, Guto Oliveira","Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together.",433,4.0,2.0,Matheus Souza,6.105573840653211,6.7,"Two girls have a chance encounter and instantly befriend. While trying to find themselves, they decide to pursue music together.Ana Caetano Vitória Falcão Clarissa MüllerBiography, Comedy, MusicMatheus Souza",ana e vitória
Secrets in the Hot Spring,"Comedy, Horror",Third Man Entertainment,"Ting-hu Zhang, Sing Hom, He-Hsuan Lin, Mimi Chu, Chin Chi, Kar-Ying Law, Kai-wei Chiu, Shu-yao Kuo, Tsu-wu Hsieh, Jade Chia, Soda Voyu, Run-yin Bai, Chun Hong, Yan-xi Hou, Ling Yuan Kung","Three youngsters meet by accident at a mysterious hot springs hotel. There, they fall into an unforgettable adventure. It starts off scary but soon turns funny when they have to try and save a family.",358,12.0,3.0,,6.096891076103346,6.1,"Three youngsters meet by accident at a mysterious hot springs hotel. There, they fall into an unforgettable adventure. It starts off scary but soon turns funny when they have to try and save a family.Ting-hu Zhang Sing Hom He-Hsuan LinComedy, Horrornan",secrets in the hot spring
Pulang,Drama,Primeworks Studios,"Remy Ishak, Puteri Aishah, Alvin Wong, Azrel Ismail, Erwin Dawson, Juliana Evans, Jalaluddin Hassan, Rahim Razali, Sherry Al Jeffry, Aida Khalida, Idan Aedan, Akmal Ahmad, Nur Akhtar Mohamad Amin, Iman Haidar, Syazuwan Hassan",PULANG is about a man from a village who sails around the world hoping for riches as his wife waits for his promised return for - 61 years.,417,14.0,5.0,Kabir Bhatia,6.109435540810582,7.0,PULANG is about a man from a village who sails around the world hoping for riches as his wife waits for his promised return for - 61 years.Remy Ishak Puteri Aishah Alvin WongDramaKabir Bhatia,pulang
Kidnapping Stella,Thriller,Henning Ferber Produktion,"Max von der Groeben, Jella Haase, Clemens Schick, Jarrod Pistilli","Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.",3930,63.0,18.0,Thomas Sieben,5.944465767723036,4.8,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans.Max von der Groeben Jella Haase Clemens SchickThrillerThomas Sieben",kidnapping stella
Asees,Drama,Navroz Gurbaz Entertainment,"Rana Ranbir, Neha Pawar, Kuljinder Singh Sidhu, Rupinder Rupi, Sardar Sohi, Pardeep Singh Sran, Seema Kaushal, Rajvir Boparai, Jyot Arora, Gurpreet Bhangu, Raghveer Boli, Jaggi Dhuri, Samuel John, Avrinder Kaur, Charanpreet Kaur Maan","At the heart of Asees is the story of an endearing mother-son duo. Through their journey, the film paints a poignant portrait of the powerful bond between a mother and her child.",134,7.0,,Rana Ranbir,6.103194908957088,7.5,"At the heart of Asees is the story of an endearing mother-son duo. Through their journey, the film paints a poignant portrait of the powerful bond between a mother and her child.Rana Ranbir Neha Pawar Kuljinder Singh SidhuDramaRana Ranbir",asees
Qismat,"Drama, Romance",,"Ammy Virk, Sargun Mehta, Guggu Gill, Mandeep Mani, Harby Sangha, Satwant Kaur, Gurpreet Bhangu, Jashanjit Gosha, Raj Dhaliwal, Ansh Tejpal, Manveer Rai, Arvinder Bhatti, Jasneet Kaur, Hardeep Gill, Seerat Kaur","The film follows a man who falls in love whilst studying in Chandigarh, despite his marriage being arranged to another woman.",1538,60.0,3.0,Jagdeep Sidhu,6.215876189721204,8.5,"The film follows a man who falls in love whilst studying in Chandigarh, despite his marriage being arranged to another woman.Ammy Virk Sargun Mehta Guggu GillDrama, RomanceJagdeep Sidhu",qismat
Lupt,"Horror, Thriller",Fun Entertainments,"Javed Jaffrey, Niki Walia, Karan Aanand, Vijay Raaz, Meenakshi Dixit, Rishab Chadha, Rishina Kandhari, Kierra, Dipti Avlani, Kasturi Banerjee, Rajeev Bhardwaj, Natasa Stankovic","Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.",2762,150.0,13.0,Prabhuraj,6.234036610816629,7.7,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events.Javed Jaffrey Niki Walia Karan AanandHorror, ThrillerPrabhuraj",lupt
A Christmas Prince: The Royal Wedding,"Drama, Romance",Motion Picture Corporation of America (MPCA),"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Simon Dutton, Katarina Cas, Richard Ashton, Raj Bajaj, Tahirah Sharif, Joel McVeagh, Billy Angel","A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?",5689,63.0,17.0,John Schultz,5.951921830197831,5.2,"A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?Rose McIver Ben Lamb Alice KrigeDrama, RomanceJohn Schultz",a christmas prince: the royal wedding
A.M.I.,Horror,1160594 B.C.,"Debs Howard, Philip Granger, Bonnie Hay, Sam Robert Muik, Veronica Hampson, Havana Guppy, Lori Triolo, Laura Mitchell, Andrew Coghlan, Michael Matic, Elinet Louicius, Jillian Zavazal, Roxanne Fernandes, Hannah the Cat, Rei Tamori",A seventeen year old girl forms a co-dependent relationship with an artificial intelligence on her phone and goes on a murderous rampage.,918,54.0,11.0,Rusty Nixon,6.030586546753233,3.9,A seventeen year old girl forms a co-dependent relationship with an artificial intelligence on her phone and goes on a murderous rampage.Debs Howard Philip Granger Bonnie HayHorrorRusty Nixon,a.m.i.
Eerie,"Crime, Drama, Horror",Star Cinema,"Bea Alonzo, Charo Santos-Concio, Jake Cuenca, Maxene Magalona, Mary Joy Apostol, Gabby Padilla, Gillian Vicencio, Angeli Bayani, Menggie Cobarrubias, Nafa Hilario-Cruz, AJ Muhlach","The unexpected and gruesome death of a student threatens the existence of an old Catholic school for girls. Pat Consolacion (Bea Alonzo), the school guidance counselor, involves herself ...",1314,43.0,8.0,Mikhail Red,6.037316780670613,4.7,"The unexpected and gruesome death of a student threatens the existence of an old Catholic school for girls. Pat Consolacion (Bea Alonzo), the school guidance counselor, involves herself ...Bea Alonzo Charo Santos-Concio Jake CuencaCrime, Drama, HorrorMikhail Red",eerie
See You Yesterday,"Action, Adventure, Crime",40 Acres & A Mule Filmworks,"Eden Duncan-Smith, Dante Crichlow, Astro, Marsha Stephanie Blake, Johnathan Nieves, Michael J. Fox, Myra Lucretia Taylor, Wavyy Jonez, Rayshawn Richardson, Khail Bryant, Ejyp Johnson, Barrington Walters Jr., Muhammad Cunningham, Carlos Arce Jr., Rony Clanton","Two Brooklyn teenage prodigies, C.J. Walker and Sebastian Thomas, build makeshift time machines to save C.J.'s brother, Calvin, from being wrongfully killed by a police officer.",6812,287.0,34.0,Stefon Bristol,5.891173734685043,5.0,"Two Brooklyn teenage prodigies, C.J. Walker and Sebastian Thomas, build makeshift time machines to save C.J.'s brother, Calvin, from being wrongfully killed by a police officer.Eden Duncan-Smith Dante Crichlow AstroAction, Adventure, CrimeStefon Bristol",see you yesterday
Grand-Daddy Day Care,"Comedy, Family",Universal 1440 Entertainment,"Danny Trejo, Reno Wilson, Roxana Ortega, Hal Linden, Linda Gray, George Wendt, Margaret Avery, Julia Duffy, Barry Bostwick, Garrett Morris, James Hong, Alec Mapa, Anthony Gonzalez, Clint Howard, Mara Marini",A family man turns his house into a 'day care' center for senior citizens.,287,9.0,3.0,Ron Oliver,6.082438427184923,4.6,"A family man turns his house into a 'day care' center for senior citizens.Danny Trejo Reno Wilson Roxana OrtegaComedy, FamilyRon Oliver",grand-daddy day care
Benchwarmers 2: Breaking Balls,"Comedy, Sport",Universal 1440 Entertainment,"Chris Klein, Jon Lovitz, Chelsey Reist, Lochlyn Munro, Garfield Wilson, Elizabeth Bowen, Lisa Durupt, Chris Gauthier, Peter Graham-Gaudreau, Zachary Gulka, Benita Ha, Karen Holness, Liam Hughes, Yan-Kay Crystal Lowe, Lee Majdoub","After a freak accident ruins a guy's chances at playing professional baseball, he joins a competitive softball league for lawyers.",161,5.0,5.0,Jon Rosenbaum,6.086562514562191,4.2,"After a freak accident ruins a guy's chances at playing professional baseball, he joins a competitive softball league for lawyers.Chris Klein Jon Lovitz Chelsey ReistComedy, SportJon Rosenbaum",benchwarmers 2: breaking balls
Hantu Kak Limah,"Comedy, Horror",Infinitus Production,"Awie, Delimawati, Zul Ariffin, Ropie Cecupak, Arab Khalid, Uqasha Senrose, Tj Isa, Sharwani Ns, Mus May, Dato' Seri Vida, Erra Fazira, Jue Aziz, Pekin Ibrahim, Sabri Yunus","Kak Limah is discovered dead by villager. Since then, her ghost has been spotted around Kampung Pisang, making the villagers feel restless. Enter Encik Solihin, who tries to help by shooing...",570,11.0,4.0,Mamat Khalid,6.10638608002109,6.6,"Kak Limah is discovered dead by villager. Since then, her ghost has been spotted around Kampung Pisang, making the villagers feel restless. Enter Encik Solihin, who tries to help by shooing...Awie Delimawati Zul AriffinComedy, HorrorMamat Khalid",hantu kak limah
